animal_ID	breed	farm_ID	date_of_birth	lactation_rank	calving_date	calving_season	age_at_calving	PHYS	HYS	305d_milk	305d_fat	305d_protein
animal_3860	SIM	farm_1	05/26/2011	2	11/06/2014	iarna	1260	2-farm_1-2014-iarna	farm_1-2014-iarna	5083	205	175
animal_3865	SIM	farm_1	08/17/2011	1	09/15/2013	vara	760	1-farm_1-2013-vara	farm_1-2013-vara	4619	178	153
animal_3865	SIM	farm_1	08/17/2011	2	10/28/2014	iarna	1168	2-farm_1-2014-iarna	farm_1-2014-iarna	5103	169	162
animal_3865	SIM	farm_1	08/17/2011	3	10/23/2015	iarna	1528	3-farm_1-2015-iarna	farm_1-2015-iarna	4738	194	153
animal_3868	SIM	farm_2	06/02/2011	2	03/16/2015	iarna	1383	2-farm_2-2015-iarna	farm_2-2015-iarna	8125	325	280
animal_3868	SIM	farm_2	06/02/2011	1	03/10/2014	iarna	1012	1-farm_2-2014-iarna	farm_2-2014-iarna	5574	326	172
animal_3870	SIM	farm_2	09/21/2011	1	07/19/2014	vara	1032	1-farm_2-2014-vara	farm_2-2014-vara	3903	207	91
animal_3871	SIM	farm_2	10/05/2011	1	07/23/2014	vara	1022	1-farm_2-2014-vara	farm_2-2014-vara	7448	285	238
animal_3871	SIM	farm_2	10/05/2011	3	09/04/2016	vara	1796	3-farm_2-2016-vara	farm_2-2016-vara	7637	301	262
animal_3876	SIM	farm_1	12/18/2011	3	03/22/2016	iarna	1556	3-farm_1-2016-iarna	farm_1-2016-iarna	4979	165	157
animal_3876	SIM	farm_1	12/18/2011	2	01/26/2015	iarna	1135	2-farm_1-2015-iarna	farm_1-2015-iarna	4763	158	144
animal_3878	SIM	farm_1	01/10/2012	1	11/16/2014	iarna	1041	1-farm_1-2014-iarna	farm_1-2014-iarna	5683	215	193
animal_3878	SIM	farm_1	01/10/2012	3	07/08/2016	vara	1641	3-farm_1-2016-vara	farm_1-2016-vara	5959	292	225
animal_3890	SIM	farm_1	05/23/2012	1	08/02/2014	vara	801	1-farm_1-2014-vara	farm_1-2014-vara	2443	104	93
animal_3890	SIM	farm_1	05/23/2012	2	07/23/2015	vara	1156	2-farm_1-2015-vara	farm_1-2015-vara	4028	176	144
animal_3890	SIM	farm_1	05/23/2012	3	07/28/2016	vara	1527	3-farm_1-2016-vara	farm_1-2016-vara	4939	202	179
animal_3891	SIM	farm_1	06/10/2012	1	08/25/2014	vara	806	1-farm_1-2014-vara	farm_1-2014-vara	3155	108	101
animal_3891	SIM	farm_1	06/10/2012	2	07/11/2015	vara	1126	2-farm_1-2015-vara	farm_1-2015-vara	4133	155	154
animal_3891	SIM	farm_1	06/10/2012	3	08/12/2016	vara	1524	3-farm_1-2016-vara	farm_1-2016-vara	4022	145	139
animal_3894	SIM	farm_2	11/27/2011	1	06/28/2014	vara	944	1-farm_2-2014-vara	farm_2-2014-vara	7126	393	237
animal_3895	SIM	farm_2	12/08/2011	1	06/23/2014	vara	928	1-farm_2-2014-vara	farm_2-2014-vara	7970	302	250
animal_3895	SIM	farm_2	12/08/2011	3	09/09/2016	vara	1737	3-farm_2-2016-vara	farm_2-2016-vara	6528	236	231
animal_3896	SIM	farm_2	12/18/2011	2	06/18/2015	vara	1278	2-farm_2-2015-vara	farm_2-2015-vara	7273	285	256
animal_3896	SIM	farm_2	12/18/2011	1	06/06/2014	vara	901	1-farm_2-2014-vara	farm_2-2014-vara	4179	226	133
animal_3897	SIM	farm_2	12/28/2011	3	10/20/2016	iarna	1758	3-farm_2-2016-iarna	farm_2-2016-iarna	8744	358	285
animal_3898	SIM	farm_2	01/17/2012	1	07/07/2014	vara	902	1-farm_2-2014-vara	farm_2-2014-vara	7810	339	253
animal_3899	SIM	farm_2	03/30/2012	1	11/11/2014	iarna	956	1-farm_2-2014-iarna	farm_2-2014-iarna	7380	258	249
animal_3900	SIM	farm_2	04/02/2012	3	07/16/2016	vara	1566	3-farm_2-2016-vara	farm_2-2016-vara	7555	265	271
animal_3901	SIM	farm_2	05/10/2012	2	11/30/2015	iarna	1299	2-farm_2-2015-iarna	farm_2-2015-iarna	7361	298	262
animal_3901	SIM	farm_2	05/10/2012	1	08/06/2014	vara	818	1-farm_2-2014-vara	farm_2-2014-vara	6989	297	214
animal_3902	SIM	farm_2	07/29/2012	1	01/12/2015	iarna	897	1-farm_2-2015-iarna	farm_2-2015-iarna	7758	286	261
animal_3902	SIM	farm_2	07/29/2012	3	08/29/2016	vara	1492	3-farm_2-2016-vara	farm_2-2016-vara	6961	251	249
animal_3912	SIM	farm_1	10/11/2012	1	06/01/2015	vara	963	1-farm_1-2015-vara	farm_1-2015-vara	5603	219	184
animal_3912	SIM	farm_1	10/11/2012	3	12/04/2016	iarna	1515	3-farm_1-2016-iarna	farm_1-2016-iarna	4227	171	145
animal_3922	SIM	farm_2	09/04/2012	3	08/06/2016	vara	1432	3-farm_2-2016-vara	farm_2-2016-vara	4849	179	174
animal_3923	SIM	farm_2	09/13/2012	2	05/03/2016	vara	1328	2-farm_2-2016-vara	farm_2-2016-vara	8690	325	312
animal_3926	SIM	farm_2	12/31/2012	1	11/03/2015	iarna	1037	1-farm_2-2015-iarna	farm_2-2015-iarna	7013	250	240
animal_3927	SIM	farm_2	01/15/2013	3	11/10/2017	iarna	1760	3-farm_2-2017-iarna	farm_2-2017-iarna	8352	359	294
animal_3927	SIM	farm_2	01/15/2013	1	12/12/2015	iarna	1061	1-farm_2-2015-iarna	farm_2-2015-iarna	7908	288	283
animal_3928	SIM	farm_2	01/24/2013	1	11/11/2015	iarna	1021	1-farm_2-2015-iarna	farm_2-2015-iarna	9653	346	340
animal_3929	SIM	farm_2	01/28/2013	2	11/09/2015	iarna	1015	2-farm_2-2015-iarna	farm_2-2015-iarna	6876	253	235
animal_3931	SIM	farm_2	02/08/2013	1	11/06/2015	iarna	1001	1-farm_2-2015-iarna	farm_2-2015-iarna	10390	359	361
animal_3932	SIM	farm_2	10/11/2013	1	09/06/2016	vara	1061	1-farm_2-2016-vara	farm_2-2016-vara	4342	204	154
animal_3933	SIM	farm_2	08/25/2013	2	02/23/2017	iarna	1278	2-farm_2-2017-iarna	farm_2-2017-iarna	8283	375	318
animal_3933	SIM	farm_2	08/25/2013	3	01/09/2018	iarna	1598	3-farm_2-2018-iarna	farm_2-2018-iarna	5962	259	223
animal_3940	SIM	farm_1	02/11/2013	2	03/26/2016	iarna	1139	2-farm_1-2016-iarna	farm_1-2016-iarna	5260	208	174
animal_3940	SIM	farm_1	02/11/2013	3	02/04/2017	iarna	1454	3-farm_1-2017-iarna	farm_1-2017-iarna	5779	214	198
animal_3940	SIM	farm_1	02/11/2013	1	04/11/2015	vara	789	1-farm_1-2015-vara	farm_1-2015-vara	5505	214	183
animal_3947	SIM	farm_1	07/06/2013	3	10/18/2017	iarna	1565	3-farm_1-2017-iarna	farm_1-2017-iarna	5154	221	194
animal_3947	SIM	farm_1	07/06/2013	1	11/20/2015	iarna	867	1-farm_1-2015-iarna	farm_1-2015-iarna	4905	207	156
animal_3947	SIM	farm_1	07/06/2013	2	10/25/2016	iarna	1207	2-farm_1-2016-iarna	farm_1-2016-iarna	5269	235	186
animal_3950	SIM	farm_1	08/12/2013	1	01/31/2016	iarna	902	1-farm_1-2016-iarna	farm_1-2016-iarna	1782	80	48
animal_3955	SIM	farm_2	12/16/2013	3	07/18/2018	vara	1675	3-farm_2-2018-vara	farm_2-2018-vara	9227	370	303
animal_3956	SIM	farm_2	01/06/2014	1	07/06/2016	vara	912	1-farm_2-2016-vara	farm_2-2016-vara	7182	247	246
animal_3956	SIM	farm_2	01/06/2014	3	12/15/2018	iarna	1804	3-farm_2-2018-iarna	farm_2-2018-iarna	12099	427	433
animal_3957	SIM	farm_2	02/04/2014	1	09/06/2016	vara	945	1-farm_2-2016-vara	farm_2-2016-vara	7436	261	252
animal_3957	SIM	farm_2	02/04/2014	2	01/11/2018	iarna	1437	2-farm_2-2018-iarna	farm_2-2018-iarna	6844	288	238
animal_3964	SIM	farm_1	10/19/2013	2	10/09/2016	iarna	1086	2-farm_1-2016-iarna	farm_1-2016-iarna	4734	188	166
animal_3964	SIM	farm_1	10/19/2013	1	12/05/2015	iarna	777	1-farm_1-2015-iarna	farm_1-2015-iarna	3858	144	119
animal_3964	SIM	farm_1	10/19/2013	3	10/05/2017	iarna	1447	3-farm_1-2017-iarna	farm_1-2017-iarna	4239	164	144
animal_3970	SIM	farm_1	03/04/2014	1	06/05/2016	vara	824	1-farm_1-2016-vara	farm_1-2016-vara	2934	134	98
animal_3975	SIM	farm_1	06/21/2014	2	07/16/2017	vara	1121	2-farm_1-2017-vara	farm_1-2017-vara	5433	186	182
animal_3975	SIM	farm_1	06/21/2014	1	08/27/2016	vara	798	1-farm_1-2016-vara	farm_1-2016-vara	4196	166	130
animal_3975	SIM	farm_1	06/21/2014	3	07/17/2018	vara	1487	3-farm_1-2018-vara	farm_1-2018-vara	5505	216	181
animal_3980	SIM	farm_1	08/19/2014	2	03/18/2018	iarna	1307	2-farm_1-2018-iarna	farm_1-2018-iarna	5297	228	162
animal_3980	SIM	farm_1	08/19/2014	1	02/22/2017	iarna	918	1-farm_1-2017-iarna	farm_1-2017-iarna	4610	205	160
animal_3984	SIM	farm_2	05/31/2014	1	02/25/2017	iarna	1001	1-farm_2-2017-iarna	farm_2-2017-iarna	8904	378	313
animal_3984	SIM	farm_2	05/31/2014	2	05/15/2018	vara	1445	2-farm_2-2018-vara	farm_2-2018-vara	8457	406	317
animal_3985	SIM	farm_2	08/04/2014	1	04/16/2017	vara	986	1-farm_2-2017-vara	farm_2-2017-vara	5485	297	192
animal_3992	SIM	farm_2	08/05/2014	1	12/20/2016	iarna	868	1-farm_2-2016-iarna	farm_2-2016-iarna	8505	338	287
animal_3992	SIM	farm_2	08/05/2014	3	09/02/2018	vara	1489	3-farm_2-2018-vara	farm_2-2018-vara	7858	334	300
animal_3994	SIM	farm_2	03/06/2017	1	02/21/2019	iarna	717	1-farm_2-2019-iarna	farm_2-2019-iarna	11131	420	331
animal_3995	SIM	farm_2	03/13/2017	1	03/08/2019	iarna	725	1-farm_2-2019-iarna	farm_2-2019-iarna	10273	501	324
animal_3995	SIM	farm_2	03/13/2017	2	05/16/2020	vara	1160	2-farm_2-2020-vara	farm_2-2020-vara	12361	546	473
animal_3997	SIM	farm_2	10/03/2014	1	02/27/2017	iarna	878	1-farm_2-2017-iarna	farm_2-2017-iarna	7772	357	259
animal_3998	SIM	farm_2	11/27/2014	1	02/25/2017	iarna	821	1-farm_2-2017-iarna	farm_2-2017-iarna	7036	274	239
animal_3998	SIM	farm_2	11/27/2014	2	02/23/2018	iarna	1184	2-farm_2-2018-iarna	farm_2-2018-iarna	7688	293	275
animal_3999	SIM	farm_2	11/17/2014	1	01/18/2017	iarna	793	1-farm_2-2017-iarna	farm_2-2017-iarna	6951	272	224
animal_3999	SIM	farm_2	11/17/2014	2	01/01/2018	iarna	1141	2-farm_2-2018-iarna	farm_2-2018-iarna	8108	370	308
animal_3999	SIM	farm_2	11/17/2014	3	12/12/2018	iarna	1486	3-farm_2-2018-iarna	farm_2-2018-iarna	10681	415	422
animal_4000	SIM	farm_2	03/07/2015	1	11/08/2017	iarna	977	1-farm_2-2017-iarna	farm_2-2017-iarna	5674	253	227
animal_4003	SIM	farm_2	06/12/2015	1	03/29/2018	iarna	1021	1-farm_2-2018-iarna	farm_2-2018-iarna	9680	398	315
animal_4003	SIM	farm_2	06/12/2015	3	06/15/2019	vara	1464	3-farm_2-2019-vara	farm_2-2019-vara	10333	326	302
animal_4004	SIM	farm_2	07/26/2015	1	12/27/2017	iarna	885	1-farm_2-2017-iarna	farm_2-2017-iarna	7204	279	253
animal_4004	SIM	farm_2	07/26/2015	2	12/11/2018	iarna	1234	2-farm_2-2018-iarna	farm_2-2018-iarna	10021	334	287
animal_4005	SIM	farm_2	08/07/2015	3	08/26/2019	vara	1480	3-farm_2-2019-vara	farm_2-2019-vara	7646	312	242
animal_4005	SIM	farm_2	08/07/2015	2	08/13/2018	vara	1102	2-farm_2-2018-vara	farm_2-2018-vara	8568	344	316
animal_4012	SIM	farm_1	09/19/2014	1	01/23/2017	iarna	857	1-farm_1-2017-iarna	farm_1-2017-iarna	5618	255	194
animal_4012	SIM	farm_1	09/19/2014	2	02/26/2018	iarna	1256	2-farm_1-2018-iarna	farm_1-2018-iarna	5406	245	178
animal_4012	SIM	farm_1	09/19/2014	3	01/25/2019	iarna	1589	3-farm_1-2019-iarna	farm_1-2019-iarna	6808	230	167
animal_4013	SIM	farm_1	10/13/2014	2	02/02/2018	iarna	1208	2-farm_1-2018-iarna	farm_1-2018-iarna	5109	182	170
animal_4013	SIM	farm_1	10/13/2014	3	01/05/2019	iarna	1545	3-farm_1-2019-iarna	farm_1-2019-iarna	7164	267	207
animal_4013	SIM	farm_1	10/13/2014	1	12/24/2016	iarna	803	1-farm_1-2016-iarna	farm_1-2016-iarna	6007	222	186
animal_4014	SIM	farm_1	10/14/2014	2	04/04/2018	vara	1268	2-farm_1-2018-vara	farm_1-2018-vara	5139	231	185
animal_4014	SIM	farm_1	10/14/2014	1	02/01/2017	iarna	841	1-farm_1-2017-iarna	farm_1-2017-iarna	5920	269	217
animal_4015	SIM	farm_1	10/28/2014	1	01/10/2017	iarna	805	1-farm_1-2017-iarna	farm_1-2017-iarna	4089	198	137
animal_4017	SIM	farm_1	11/10/2014	1	06/16/2017	vara	949	1-farm_1-2017-vara	farm_1-2017-vara	4740	190	165
animal_4017	SIM	farm_1	11/10/2014	2	08/01/2018	vara	1360	2-farm_1-2018-vara	farm_1-2018-vara	5068	221	179
animal_4024	SIM	farm_1	01/13/2015	1	06/18/2017	vara	887	1-farm_1-2017-vara	farm_1-2017-vara	5072	190	161
animal_4030	SIM	farm_1	05/22/2015	1	12/13/2017	iarna	936	1-farm_1-2017-iarna	farm_1-2017-iarna	4928	175	164
animal_4039	SIM	farm_2	08/26/2015	3	10/12/2019	iarna	1508	3-farm_2-2019-iarna	farm_2-2019-iarna	9612	385	356
animal_4039	SIM	farm_2	08/26/2015	2	11/12/2018	iarna	1174	2-farm_2-2018-iarna	farm_2-2018-iarna	9627	370	353
animal_4039	SIM	farm_2	08/26/2015	1	11/08/2017	iarna	805	1-farm_2-2017-iarna	farm_2-2017-iarna	6713	275	240
animal_4040	SIM	farm_2	09/21/2015	1	11/01/2017	iarna	772	1-farm_2-2017-iarna	farm_2-2017-iarna	8927	357	308
animal_4040	SIM	farm_2	09/21/2015	2	10/28/2018	iarna	1133	2-farm_2-2018-iarna	farm_2-2018-iarna	10843	427	313
animal_4040	SIM	farm_2	09/21/2015	3	02/20/2020	iarna	1613	3-farm_2-2020-iarna	farm_2-2020-iarna	10677	467	386
animal_4041	SIM	farm_2	10/24/2015	1	01/21/2018	iarna	820	1-farm_2-2018-iarna	farm_2-2018-iarna	7009	248	219
animal_4041	SIM	farm_2	10/24/2015	2	01/01/2019	iarna	1165	2-farm_2-2019-iarna	farm_2-2019-iarna	4550	141	134
animal_4042	SIM	farm_2	11/17/2015	1	12/19/2017	iarna	763	1-farm_2-2017-iarna	farm_2-2017-iarna	8115	295	290
animal_4042	SIM	farm_2	11/17/2015	2	12/03/2018	iarna	1112	2-farm_2-2018-iarna	farm_2-2018-iarna	9537	332	344
animal_4043	SIM	farm_2	12/17/2015	1	12/01/2017	iarna	715	1-farm_2-2017-iarna	farm_2-2017-iarna	6591	280	255
animal_4043	SIM	farm_2	12/17/2015	2	11/17/2018	iarna	1066	2-farm_2-2018-iarna	farm_2-2018-iarna	9810	398	341
animal_4043	SIM	farm_2	12/17/2015	3	01/25/2020	iarna	1500	3-farm_2-2020-iarna	farm_2-2020-iarna	9268	287	307
animal_4044	SIM	farm_2	01/23/2016	1	05/29/2018	vara	857	1-farm_2-2018-vara	farm_2-2018-vara	4684	205	144
animal_4045	SIM	farm_2	03/08/2016	2	08/21/2019	vara	1261	2-farm_2-2019-vara	farm_2-2019-vara	8297	312	237
animal_4045	SIM	farm_2	03/08/2016	1	10/20/2018	iarna	956	1-farm_2-2018-iarna	farm_2-2018-iarna	2863	107	87
animal_4046	SIM	farm_2	03/18/2016	2	09/22/2019	vara	1283	2-farm_2-2019-vara	farm_2-2019-vara	10756	476	306
animal_4046	SIM	farm_2	03/18/2016	1	08/01/2018	vara	866	1-farm_2-2018-vara	farm_2-2018-vara	9679	386	317
animal_4052	SIM	farm_2	06/08/2016	1	02/18/2018	iarna	620	1-farm_2-2018-iarna	farm_2-2018-iarna	9129	387	316
animal_4053	SIM	farm_2	07/01/2016	1	02/10/2019	iarna	954	1-farm_2-2019-iarna	farm_2-2019-iarna	11716	492	336
animal_4056	SIM	farm_1	08/15/2015	1	01/03/2018	iarna	872	1-farm_1-2018-iarna	farm_1-2018-iarna	4275	126	127
animal_4074	SIM	farm_1	04/17/2016	2	03/14/2020	iarna	1427	2-farm_1-2020-iarna	farm_1-2020-iarna	5113	247	160
animal_4074	SIM	farm_1	04/17/2016	1	12/13/2018	iarna	970	1-farm_1-2018-iarna	farm_1-2018-iarna	4551	168	117
animal_4078	SIM	farm_1	05/29/2016	1	06/06/2018	vara	738	1-farm_1-2018-vara	farm_1-2018-vara	4026	186	149
animal_4078	SIM	farm_1	05/29/2016	2	12/25/2019	iarna	1305	2-farm_1-2019-iarna	farm_1-2019-iarna	4965	218	191
animal_4079	SIM	farm_1	06/15/2016	1	10/14/2018	iarna	851	1-farm_1-2018-iarna	farm_1-2018-iarna	4171	180	130
animal_4079	SIM	farm_1	06/15/2016	2	09/25/2019	vara	1197	2-farm_1-2019-vara	farm_1-2019-vara	7425	268	212
animal_4130	SIM	farm_2	11/15/2016	2	01/09/2020	iarna	1150	2-farm_2-2020-iarna	farm_2-2020-iarna	11279	399	365
animal_4130	SIM	farm_2	11/15/2016	1	12/05/2018	iarna	750	1-farm_2-2018-iarna	farm_2-2018-iarna	11350	478	324
animal_4131	SIM	farm_2	11/25/2016	1	02/13/2019	iarna	810	1-farm_2-2019-iarna	farm_2-2019-iarna	10610	459	356
animal_4133	SIM	farm_2	09/01/2016	1	09/02/2018	vara	731	1-farm_2-2018-vara	farm_2-2018-vara	7702	320	262
animal_4134	SIM	farm_2	10/14/2016	1	10/17/2018	iarna	733	1-farm_2-2018-iarna	farm_2-2018-iarna	8850	325	267
animal_4134	SIM	farm_2	10/14/2016	2	05/05/2020	vara	1299	2-farm_2-2020-vara	farm_2-2020-vara	9994	368	354
animal_4135	SIM	farm_2	12/30/2016	1	05/28/2019	vara	879	1-farm_2-2019-vara	farm_2-2019-vara	12609	493	375
animal_4141	SIM	farm_1	08/05/2016	1	02/04/2019	iarna	913	1-farm_1-2019-iarna	farm_1-2019-iarna	5986	240	159
animal_4144	SIM	farm_1	08/28/2016	1	10/15/2018	iarna	778	1-farm_1-2018-iarna	farm_1-2018-iarna	7764	282	226
animal_4146	SIM	farm_1	09/30/2016	2	01/14/2020	iarna	1201	2-farm_1-2020-iarna	farm_1-2020-iarna	3396	120	103
animal_4147	SIM	farm_1	10/06/2016	1	02/05/2019	iarna	852	1-farm_1-2019-iarna	farm_1-2019-iarna	4390	132	113
animal_4149	SIM	farm_1	11/08/2016	1	09/11/2019	vara	1037	1-farm_1-2019-vara	farm_1-2019-vara	6402	274	196
animal_4155	SIM	farm_1	01/10/2017	1	07/28/2019	vara	929	1-farm_1-2019-vara	farm_1-2019-vara	6701	289	200
animal_4161	SIM	farm_1	03/20/2017	1	03/28/2019	iarna	738	1-farm_1-2019-iarna	farm_1-2019-iarna	6434	242	226
animal_4161	SIM	farm_1	03/20/2017	2	02/23/2020	iarna	1070	2-farm_1-2020-iarna	farm_1-2020-iarna	4310	191	152
animal_4170	SIM	farm_1	07/16/2017	1	03/29/2020	iarna	987	1-farm_1-2020-iarna	farm_1-2020-iarna	4280	169	124
animal_4171	SIM	farm_1	07/26/2017	1	07/20/2019	vara	724	1-farm_1-2019-vara	farm_1-2019-vara	5556	215	153
animal_4201	SIM	farm_2	12/21/2017	1	04/06/2020	vara	837	1-farm_2-2020-vara	farm_2-2020-vara	11187	492	410
animal_4202	SIM	farm_2	12/23/2017	1	03/27/2020	iarna	825	1-farm_2-2020-iarna	farm_2-2020-iarna	9527	411	354
animal_4206	SIM	farm_2	01/20/2018	1	01/07/2020	iarna	717	1-farm_2-2020-iarna	farm_2-2020-iarna	9298	428	353
animal_4226	SIM	farm_2	07/23/2017	2	06/21/2020	vara	1064	2-farm_2-2020-vara	farm_2-2020-vara	7789	320	266
animal_4226	SIM	farm_2	07/23/2017	1	07/03/2019	vara	710	1-farm_2-2019-vara	farm_2-2019-vara	10684	437	334
animal_4227	SIM	farm_2	08/11/2017	1	08/13/2019	vara	732	1-farm_2-2019-vara	farm_2-2019-vara	8711	351	297
animal_4227	SIM	farm_2	08/11/2017	2	07/08/2020	vara	1062	2-farm_2-2020-vara	farm_2-2020-vara	7547	265	250
animal_4228	SIM	farm_2	08/14/2017	1	01/24/2020	iarna	893	1-farm_2-2020-iarna	farm_2-2020-iarna	10541	371	324
animal_4230	SIM	farm_2	09/20/2017	1	11/18/2019	iarna	789	1-farm_2-2019-iarna	farm_2-2019-iarna	9755	444	323
animal_4234	SIM	farm_2	10/31/2017	1	02/10/2020	iarna	832	1-farm_2-2020-iarna	farm_2-2020-iarna	9161	352	350
animal_4235	SIM	farm_2	11/01/2017	1	02/07/2020	iarna	828	1-farm_2-2020-iarna	farm_2-2020-iarna	10416	372	354
animal_4236	SIM	farm_2	11/05/2017	1	07/29/2020	vara	997	1-farm_2-2020-vara	farm_2-2020-vara	12510	490	429
animal_4239	SIM	farm_2	11/18/2017	1	12/23/2019	iarna	765	1-farm_2-2019-iarna	farm_2-2019-iarna	10584	337	343
animal_4242	SIM	farm_2	12/07/2017	1	02/19/2020	iarna	804	1-farm_2-2020-iarna	farm_2-2020-iarna	9219	394	321
animal_4446	SIM	farm_2	12/26/2011	1	07/09/2014	vara	926	1-farm_2-2014-vara	farm_2-2014-vara	5136	301	160
animal_4447	SIM	farm_2	01/28/2011	3	06/16/2015	vara	1600	3-farm_2-2015-vara	farm_2-2015-vara	9264	353	317
animal_4447	SIM	farm_2	01/28/2011	2	06/21/2014	vara	1240	2-farm_2-2014-vara	farm_2-2014-vara	6153	344	186
animal_4453	SIM	farm_1	01/07/2011	3	07/18/2015	vara	1653	3-farm_1-2015-vara	farm_1-2015-vara	4561	189	155
animal_4453	SIM	farm_1	01/07/2011	2	08/19/2014	vara	1320	2-farm_1-2014-vara	farm_1-2014-vara	3154	138	104
animal_4458	SIM	farm_1	04/05/2011	2	09/28/2014	vara	1272	2-farm_1-2014-vara	farm_1-2014-vara	5240	211	174
animal_4458	SIM	farm_1	04/05/2011	3	08/31/2015	vara	1609	3-farm_1-2015-vara	farm_1-2015-vara	1897	85	72
animal_4458	SIM	farm_1	04/05/2011	1	09/04/2013	vara	883	1-farm_1-2013-vara	farm_1-2013-vara	5017	219	161
animal_4460	SIM	farm_1	05/10/2011	1	01/24/2014	iarna	990	1-farm_1-2014-iarna	farm_1-2014-iarna	5009	199	165
animal_4460	SIM	farm_1	05/10/2011	3	08/08/2015	vara	1551	3-farm_1-2015-vara	farm_1-2015-vara	6270	231	206
animal_4461	SIM	farm_1	05/29/2011	2	09/29/2014	vara	1219	2-farm_1-2014-vara	farm_1-2014-vara	6291	254	223
animal_4461	SIM	farm_1	05/29/2011	1	08/01/2013	vara	795	1-farm_1-2013-vara	farm_1-2013-vara	3515	133	119
animal_4463	SIM	farm_1	06/25/2011	1	12/21/2013	iarna	910	1-farm_1-2013-iarna	farm_1-2013-iarna	4894	174	158
animal_4463	SIM	farm_1	06/25/2011	2	01/11/2015	iarna	1296	2-farm_1-2015-iarna	farm_1-2015-iarna	5001	177	165
animal_4464	SIM	farm_1	07/28/2011	2	10/15/2014	iarna	1175	2-farm_1-2014-iarna	farm_1-2014-iarna	4947	186	152
animal_4464	SIM	farm_1	07/28/2011	1	11/26/2013	iarna	852	1-farm_1-2013-iarna	farm_1-2013-iarna	3819	168	124
animal_4470	SIM	farm_2	06/05/2011	3	01/18/2016	iarna	1688	3-farm_2-2016-iarna	farm_2-2016-iarna	9152	371	332
animal_4470	SIM	farm_2	06/05/2011	1	02/22/2014	iarna	993	1-farm_2-2014-iarna	farm_2-2014-iarna	7137	362	217
animal_4471	SIM	farm_2	07/31/2011	2	08/20/2014	vara	1116	2-farm_2-2014-vara	farm_2-2014-vara	6590	258	202
animal_4471	SIM	farm_2	07/31/2011	3	03/12/2016	iarna	1686	3-farm_2-2016-iarna	farm_2-2016-iarna	7183	264	279
animal_4472	SIM	farm_2	09/28/2011	3	08/16/2016	vara	1784	3-farm_2-2016-vara	farm_2-2016-vara	7045	255	243
animal_4472	SIM	farm_2	09/28/2011	1	04/14/2014	vara	929	1-farm_2-2014-vara	farm_2-2014-vara	6287	392	172
animal_4473	SIM	farm_2	10/02/2011	1	05/08/2014	vara	949	1-farm_2-2014-vara	farm_2-2014-vara	5658	323	161
animal_4474	SIM	farm_1	09/30/2011	3	05/17/2016	vara	1691	3-farm_1-2016-vara	farm_1-2016-vara	5172	213	177
animal_4474	SIM	farm_1	09/30/2011	2	04/24/2015	vara	1302	2-farm_1-2015-vara	farm_1-2015-vara	4761	195	161
animal_4474	SIM	farm_1	09/30/2011	1	05/06/2014	vara	949	1-farm_1-2014-vara	farm_1-2014-vara	4540	174	138
animal_4475	SIM	farm_1	10/25/2011	1	01/19/2014	iarna	817	1-farm_1-2014-iarna	farm_1-2014-iarna	4898	187	168
animal_4475	SIM	farm_1	10/25/2011	2	07/06/2015	vara	1350	2-farm_1-2015-vara	farm_1-2015-vara	5845	223	197
animal_4478	SIM	farm_1	12/22/2011	2	09/26/2015	vara	1374	2-farm_1-2015-vara	farm_1-2015-vara	2791	105	91
animal_4478	SIM	farm_1	12/22/2011	1	08/23/2014	vara	975	1-farm_1-2014-vara	farm_1-2014-vara	3934	144	119
animal_4478	SIM	farm_1	12/22/2011	3	08/20/2016	vara	1703	3-farm_1-2016-vara	farm_1-2016-vara	3946	144	133
animal_4479	SIM	farm_1	12/26/2011	2	03/06/2015	iarna	1166	2-farm_1-2015-iarna	farm_1-2015-iarna	6664	261	221
animal_4479	SIM	farm_1	12/26/2011	3	03/04/2016	iarna	1530	3-farm_1-2016-iarna	farm_1-2016-iarna	5634	241	196
animal_4479	SIM	farm_1	12/26/2011	1	03/27/2014	iarna	822	1-farm_1-2014-iarna	farm_1-2014-iarna	5129	208	162
animal_4480	SIM	farm_1	01/12/2012	1	04/30/2014	vara	839	1-farm_1-2014-vara	farm_1-2014-vara	4254	150	138
animal_4480	SIM	farm_1	01/12/2012	2	03/28/2015	iarna	1171	2-farm_1-2015-iarna	farm_1-2015-iarna	4548	147	158
animal_4480	SIM	farm_1	01/12/2012	3	09/17/2016	vara	1710	3-farm_1-2016-vara	farm_1-2016-vara	5050	169	184
animal_4487	SIM	farm_1	02/12/2012	3	08/29/2016	vara	1660	3-farm_1-2016-vara	farm_1-2016-vara	5913	250	205
animal_4487	SIM	farm_1	02/12/2012	1	10/05/2014	iarna	966	1-farm_1-2014-iarna	farm_1-2014-iarna	4266	171	141
animal_4487	SIM	farm_1	02/12/2012	2	08/30/2015	vara	1295	2-farm_1-2015-vara	farm_1-2015-vara	5756	229	206
animal_4489	SIM	farm_1	03/27/2012	2	09/16/2015	vara	1268	2-farm_1-2015-vara	farm_1-2015-vara	5514	193	194
animal_4489	SIM	farm_1	03/27/2012	3	01/10/2017	iarna	1750	3-farm_1-2017-iarna	farm_1-2017-iarna	5870	197	196
animal_4489	SIM	farm_1	03/27/2012	1	10/24/2014	iarna	941	1-farm_1-2014-iarna	farm_1-2014-iarna	3749	155	123
